"","X.1","X","CodigoMateria","AnoMateria","DescricaoIdentificacaoMateria","IndicadorTramitando","EmentaMateria","ExplicacaoEmentaMateria","IndexacaoMateria","Autor","DataApresentacao","DataLeitura","CodigoNatureza","NomeNatureza","DescricaoNatureza","Codigo_especifico","Descricao_especifica","Codigo_geral","Descricao_geral","NaturezaMateria","ApelidoMateria","ObservacaoMateria","CodMateriaSucessoraNoSenado","CodigoClasseConcat","DescricaoClasseConcat","DescricaoClasseHiearConcat","amostra_meioamb","Subtemas","TipoIniciativa","IndexacaoAjustada2","TipoConteudo"
"112",2682,2682,122035,2015,"PLS 405/2015","Não","Altera o art. 3º da Lei nº 7.990, de 28 de dezembro de 1989, altera o art. 17 e inclui o art. 17-A, ambos da Lei nº 9.648 de 28 de maio de 1998, para aumentar a compensação financeira pela utilização de recursos hídricos destinada a estados em cujos territórios se localizar o aproveitamento hidrelétrico, e dá outras providências.","Aumenta a compensação financeira pela utilização de recursos hídricos destinada a estados em cujos territórios se localizar o aproveitamento hidrelétrico.","ALTERAÇÃO, LEI FEDERAL, POLITICA ENERGETICA, COMPENSAÇÃO FINANCEIRA, APROVEITAMENTO, RECURSOS HIDRICOS, ENERGIA ELETRICA, ENERGIA HIDROELETRICA, USINA HIDROELETRICA, TRANSFERENCIA, PERCENTAGEM, CAPACIDADE, PRODUÇÃO, ENERGIA ELETRICA, ESTADOS, DISTRITO FEDERAL (DF).","Senador Flexa Ribeiro (PSDB/PA)","2015-06-30","2015-06-30",11,"NORMA_GERAL","Norma Geral",112,"Recursos hídricos",82,"Econômico",NA,"","",NA,"33809679","Recursos Hídricos","Meio Ambiente / Recursos Hídricos",1,"Recursos Hídricos","Individual","ALTERAÇÃO, LEI FEDERAL, POLITICA ENERGETICA, COMPE","Alteração"
"113",2686,2686,122105,2015,"PLS 428/2015","Não","Institui a Política Nacional de Desmatamento Líquido Zero da Amazônia Legal e do Cerrado.","Institui a Política Nacional de Desmatamento Líquido Zero da Amazônia Legal e do Cerrado, com vistas a zerar a diferença entre o desmatamento legal de novas áreas e o reflorestamento de áreas preferencialmente degradadas no mesmo Bioma. Será desenvolvida mediante exigência de reflorestamento no caso de autorização de supressão de vegetação; programas de redução da degradação florestal, inclusive pelo aumento da produtividade de terras agrícolas e de pastagens; atração de investimentos em manejo sustentável de florestas; parcerias tecnológicas; fomento da agricultura sustentável; e planejamento estratégico sustentável do uso e ocupação do solo urbano e rural.","CRIAÇÃO, LEI FEDERAL, MEIO AMBIENTE, POLITICA NACIONAL, REDUÇÃO, DESMATAMENTO, AMAZONIA LEGAL, REGIÃO AMAZONICA, CERRADO. CORRELAÇÃO, REFLORESTAMENTO, BIODIVERSIDADE, PROTEÇÃO, RECURSOS HIDRICOS, ATIVIDADE AGRICOLA, AGRICULTURA, PRODUÇÃO AGRICOLA, ATIVIDADE PECUARIA. SUSTENTABILIDADE, DESENVOLVIMENTO SUSTENTAVEL, PLANEJAMENTO, INFORMATICA, TECNOLOGIA.","Senador Valdir Raupp (MDB/RO)","2015-07-02","2015-07-02",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, LEI FEDERAL, MEIO AMBIENTE, POLITICA NACI","Criação"
"114",2696,2696,122532,2015,"PLS 505/2015","Não","Dispõe sobre os reservatórios de acumulação de recursos hídricos em rios de domínio dos Estados e da União.","Institui a Política de Criação e de Operação de Reservatórios de Acumulação de Recursos Hídricos, em rios de domínio da União e rios de domínio dos Estados, para regularização das vazões naturais das bacias hidrográficas. As barragens de formação dos reservatórios poderão ser utilizadas em empreendimentos de usos não consumidores de água.","CRIAÇÃO, LEI FEDERAL, POLITICA, CRIAÇÃO, CONSTRUÇÃO, OPERAÇÃO, RESERVATORIO, RECURSOS HIDRICOS, CONTENÇÃO, AGUA, RIO, BARRAGEM, UNIÃO FEDERAL, ESTADOS.","Senadora Sandra Braga (MDB/AM)","2015-08-04","2015-08-04",11,"NORMA_GERAL","Norma Geral",112,"Recursos hídricos",82,"Econômico",NA,"","",NA,"33809679","Recursos Hídricos","Meio Ambiente / Recursos Hídricos",1,"Recursos Hídricos","Individual","CRIAÇÃO, LEI FEDERAL, POLITICA, CRIAÇÃO, CONSTRUÇÃ","Criação"
"115",2714,2714,123360,2015,"PLS 650/2015","Não","Dispõe sobre a proteção e defesa do bem-estar dos animais e cria o Sistema Nacional de Proteção e Defesa do Bem-Estar dos Animais (SINAPRA); o Conselho Nacional de Proteção e Defesa do Bem-Estar dos Animais (CONAPRA); altera a redação do art. 2o da Lei no 7.173, de 14 de dezembro de 1983; altera a redação do art. 32 da Lei no 9.605, de 12 de fevereiro de 1998; acrescenta o § 4º ao art. 1o da Lei n o 11.794, de 8 de outubro de 2008, e revoga a Lei n o 10.519, de 17 de junho de 2002.","Dispõe sobre a proteção e defesa do bem-estar dos animais, define conceitos, como maus-tratos,  cria o Sistema Nacional de Proteção e Defesa do Bem-Estar dos Animais –SINAPRA-; o Conselho Nacional de Proteção e Defesa do Bem-Estar dos Animais –CONAPRA-; altera a Lei no 7.173/83, que dispõe sobre o estabelecimento e funcionamento de jardins zoológicos; a Lei no 9.605/98, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente; a Lei n o 11.794/08, que estabelece procedimentos para o uso científico de animais, e revoga a Lei n o 10.519/02, que dispõe sobre a promoção e a fiscalização da defesa sanitária animal quando da realização de rodeio.","CRIAÇÃO, LEI FEDERAL, DEFESA, PROTEÇÃO, ANIMAL, SISTEMA NACIONAL, CONSELHO NACIONAL, CONFERENCIA NACIONAL. INFRAÇÃO PENAL, CRIME, CUMULATIVIDADE, PENALIDADE ADMINISTRATIVA. ALTERAÇÃO, LEI FEDERAL, JARDIM ZOOLOGICO. ALTERAÇÃO, LEI DE CRIMES AMBIENTAIS, AUMENTO, PENA, CRIME. ALTERAÇÃO, LEI AROUCA, PESQUISA CIENTIFICA. REVOGAÇÃO, LEI FEDERAL, FISCALIZAÇÃO, PROMOÇÃO, RODEIO.","Senadora Gleisi Hoffmann (PT/PR)","2015-09-29","2015-09-29",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, LEI FEDERAL, DEFESA, PROTEÇÃO, ANIMAL, SI","Criação"
"116",2735,2735,124055,2015,"PLS 741/2015","Não","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para determinar que as multas por infração ambiental, em situação de emergência ou estado de calamidade pública, provocados por desastres ambientais, sejam revertidas, em sua totalidade, para as regiões afetadas.","Altera a Lei dos Crimes Ambientais (Lei nº 9.605/1998) para determinar que, em situação de emergência ou estado de calamidade pública provocados por desastres ambientais, as multas por infração ambiental serão integralmente revertidas para as regiões afetadas e aplicadas conforme plano de trabalho elaborado com a participação das autoridades dos municípios, dos estados e representantes da sociedade civil das áreas afetadas e, se for o caso, deverá prever a recomposição do erário municipal.","ALTERAÇÃO, LEI DE CRIMES AMBIENTAIS, PROTEÇÃO, MEIO AMBIENTE, MULTA, INFRAÇÃO, CRIME CONTRA O MEIO AMBIENTE, ACIDENTE, DESASTRE, IMPACTO AMBIENTAL, ESTADO DE EMERGENCIA, CALAMIDADE PUBLICA.","Senador Antonio Anastasia (PSDB/MG)","2015-11-17","2015-11-17",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI DE CRIMES AMBIENTAIS, PROTEÇÃO, MEI","Alteração"
"117",2760,2760,120078,2015,"PLS 108/2015","Não","Altera a Lei nº 11.445, de 5 de janeiro de 2007, que estabelece diretrizes para o saneamento básico e dá outras providências, para criar incentivos ao uso moderado da água tratada e ao aproveitamento de águas pluviais e de reúso.","Altera a Lei nº 11.445/2007 (Lei de Saneamento Básico), para revogar a vedação de alimentação da instalação hidráulica predial por outras fontes além da rede pública de abastecimento de água, para prever a possibilidade de medição do serviço de esgotamento sanitário e para admitir a arrecadação de taxas diretamente pelo prestador dos serviços, independentemente de medição.","ALTERAÇÃO, LEI FEDERAL, LEI DO SANEAMENTO BASICO, ESGOTO. COBRANÇA, CRITERIOS, TAXAS, UTILIZAÇÃO, CONSUMIDOR. INCENTIVO, FONTE, ALTERNATIVA, AGUA, RECURSOS HIDRICOS, REVOGAÇÃO, PROIBIÇÃO.","Senador Wilder Morais (DEM/GO)","2015-03-12","2015-03-12",11,"NORMA_GERAL","Norma Geral",112,"Recursos hídricos",82,"Econômico",NA,"","",NA,"33809679","Recursos Hídricos","Meio Ambiente / Recursos Hídricos",1,"Recursos Hídricos","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DO SANEAMENTO BASICO, ","Alteração"
"118",2823,2823,123086,2015,"PLS 595/2015","Não","Dispõe sobre a proteção ambiental e a promoção do ecoturismo em Unidades de Conservação através da gestão compartilhada com hotéis-cassino autorizados à exploração de jogos de apostas, cria Contribuição de Intervenção no Domínio Econômico incidente sobre a operação de hotéis-cassino (Cide Verde), altera o Decreto-Lei nº 3.688, de 3 de outubro de 1941, e as Leis nºs 9.718, de 27 de novembro de 1998, e 11.516, de 28 de agosto de 2007.","Permite o funcionamento de hotéis-cassino em unidades de conservação com a finalidade de estimular o ecoturismo e garantir a preservação ambiental.","CRIAÇÃO, LEI FEDERAL, AUTORIZAÇÃO, INSTALAÇÃO, HOTEL, CASSINO, UNIDADE, CONSERVAÇÃO, MEIO AMBIENTE, PRESERVAÇÃO, BIODIVERSIDADE, INCENTIVO, TURISMO, ECOLOGIA. CRIAÇÃO, CONTRIBUIÇÃO, INTERVENÇÃO, DOMINIO ECONOMICO. ALTERAÇÃO, DECRETO LEI FEDERAL, LEI DAS CONTRAVENÇÕES PENAIS. ALTERAÇÃO, LEI FEDERAL, GESTÃO, UNIDADE, CONSERVAÇÃO. ALTERAÇÃO, LEI FEDERAL, INSTITUTO CHICO MENDES, FISCALIZAÇÃO. DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Donizeti Nogueira (PT/TO)","2015-09-09","2015-09-09",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, LEI FEDERAL, AUTORIZAÇÃO, INSTALAÇÃO, HOT","Criação"
"119",2840,2840,124174,2015,"PLS 752/2015","Não","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente.","Altera a Lei nº 9.605/98, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, para aumentar as balizas das penas de multa, para os crimes ambientais resultantes da atividade empresarial de grande escala.","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, DIREITO PENAL, CRIME, MEIO AMBIENTE, SUSPENSÃO, ATIVIDADE, AGRAVAÇÃO PENAL, CIRCUNSTANCIA AGRAVANTE, DANOS, ECONOMIA POPULAR, AUMENTO, ACRESCIMO, MULTA. CRIAÇÃO, TIPICIDADE, CRIME, POLUIÇÃO, QUALIFICAÇÃO. MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Randolfe Rodrigues (REDE/AP)","2015-11-24","2015-11-24",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, ","Alteração"
"120",2844,2844,124325,2015,"PLS 767/2015","Não","Altera o art. 10 da Lei nº 6.938, de 31 de agosto de 1981, que dispõe sobre a Política Nacional do Meio Ambiente, seus fins e mecanismos de formulação e aplicação, e dá outras providências, e o art. 20 do Decreto-Lei nº 73, de 21 de novembro de 1966, que dispõe sôbre o Sistema Nacional de Seguros Privados, regula as operações de seguros e resseguros e dá outras providências, para instituir o seguro mínimo obrigatório ambiental.","Altera a Lei nº 6.938/81, que dispõe sobre a Política Nacional do Meio Ambiente, e o Decreto-Lei nº 73/66, que dispõe sobre o Sistema Nacional de Seguros Privados, regula as operações de seguros e resseguros, para instituir o seguro mínimo obrigatório ambiental.","ALTERAÇÃO, LEI FEDERAL, SEGURO PRIVADO, OBRIGATORIEDADE, APOLICE DE SEGURO, RESPONSABILIDADE CIVIL, MEIO AMBIENTE, TERCEIROS, LICENCIAMENTO. ALTERAÇÃO, LEI FEDERAL, POLITICA NACIONAL, MEIO AMBIENTE. CONSTRUÇÃO, IMPLANTAÇÃO, FUNCIONAMENTO, ESTABELECIMENTO, UTILIZAÇÃO, RECURSOS AMBIENTAIS, OBRIGATORIEDADE, APOLICE DE SEGURO, LICENCIAMENTO.","Senador Valdir Raupp (MDB/RO)","2015-12-03","2015-12-03",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, SEGURO PRIVADO, OBRIGATORI","Alteração"
"121",2849,2849,119665,2015,"PLS 24/2015","Não","Dispõe sobre a obrigatoriedade da implantação de sistemas de coleta, armazenagem e uso de águas pluviais e de reúso de águas residuais em edificações executadas com recursos da União.","Dispõe sobre a exigência de sistemas de uso de águas pluviais e reuso de águas residuais, em edificações públicas ou privadas a serem executadas com recursos da União. Tipifica entre os crimes contra a administração ambiental a omissão do agente público federal em impor essa obrigação.","CRIAÇÃO, LEI FEDERAL, RECURSOS HIDRICOS, AGUA, OBRIGATORIEDADE, CONSTRUÇÃO, OBRA DE ENGENHARIA, RECURSOS FINANCEIROS, UNIÃO FEDERAL, SISTEMA, COLETA, ARMAZENAGEM, UTILIZAÇÃO, AGUAS PLUVIAIS, FONTE, ALTERNATIVA. DESCUMPRIMENTO, CRIME. MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Wilder Morais (DEM/GO)","2015-02-10","2015-02-10",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, LEI FEDERAL, RECURSOS HIDRICOS, AGUA, OBR","Criação"
"122",2860,2860,120094,2015,"PLS 115/2015","Não","Altera a Lei nº 12.651, de 25 de maio de 2012, para dispor sobre a concessão de incentivos fiscais e creditícios a pessoas físicas e jurídicas que promovam a exploração de florestas plantadas localizadas fora das Áreas de Preservação Permanente e de Reserva Legal.","Altera a Lei nº 12.651/2012 (Código Florestal), para conceder incentivos fiscais (redução de ITR e dedução do Imposto de Renda) e creditícios (juros e encargos mais favoráveis) a pessoas físicas e jurídicas que promovam a exploração de florestas plantadas localizadas fora das Áreas de Preservação Permanente e de Reserva Legal.","ALTERAÇÃO, LEI FEDERAL, CODIGO FLORESTAL, NOVO CODIGO FLORESTAL, CONCESSÃO, INCENTIVO FISCAL, BENEFICIO FISCAL, ISENÇÃO FISCAL, DESONERAÇÃO TRIBUTARIA, IMPOSTO TERRITORIAL RURAL, DEDUÇÃO, BASE DE CALCULO, IMPOSTO DE RENDA, REDUÇÃO, TAXAS, JUROS, ENCARGOS FINANCEIROS, FINANCIAMENTO, EXPLORAÇÃO, RECURSOS VEGETAIS, CULTIVO, FLORESTA, LOCAL, AUSENCIA, AREA, PRESERVAÇÃO, CARATER PERMANENTE, RESERVA LEGAL.  TRIBUTAÇÃO, TRIBUTOS, IMPOSTOS, MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Acir Gurgacz (PDT/RO)","2015-03-16","2015-03-16",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, CODIGO FLORESTAL, NOVO COD","Alteração"
"123",2882,2882,120893,2015,"PLS 244/2015","Não","Acrescenta os §§ 4º e 5º ao art. 7º da Lei nº 12.651, de 25 de maio de 2012 (Código Florestal), para dispor sobre termo de responsabilidade e prazo para a recomposição da vegetação em área de preservação permanente suprimida após 22 de julho de 2008.","Acrescenta §§ 4º e 5º ao art. 7º da Lei nº 12.651/2012 (Código Florestal), para determinar que, constatada a supressão de vegetação em área de preservação permanente após 22 de julho de 2008, o órgão ambiental embargará a área e firmará  termo de responsabilidade com o infrator, estabelecendo prazo de um ano para a recomposição da vegetação degradada.","ALTERAÇÃO, LEI FEDERAL, CODIGO FLORESTAL, TERMO DE RESPONSABILIDADE, RECUPERAÇÃO, VEGETAÇÃO, PROPRIETARIO, POSSUIDOR, OCUPANTE, PRAZO, DESTRUIÇÃO, AREA DE PROTEÇÃO AMBIENTAL, PRESERVAÇÃO, CARATER PERMANENTE. MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Valdir Raupp (MDB/RO)","2015-04-27","2015-04-27",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, LEI FEDERAL, CODIGO FLORESTAL, TERMO DE","Alteração"
"124",2889,2889,121525,2015,"PLS 324/2015","Não","Institui obrigatoriedade para as novas construções, residenciais, comerciais, e industriais, público ou privado, a inclusão no projeto técnico da obra, item referente a captação de água da chuva e seu reuso não potável e dá outras providências.","Obriga que novas edificações, residenciais, comerciais, industriais, públicas ou privadas, tenham incluído no projeto técnico da obra item referente a captação e aproveitamento de águas pluviais e o seu reuso para fins não consuntivos em áreas comuns.","CRIAÇÃO, LEI FEDERAL, OBRIGATORIEDADE, CONSTRUÇÃO, PREDIO, INCLUSÃO, PROJETO, CAPTAÇÃO, APROVEITAMENTO, REUTILIZAÇÃO, AGUAS PLUVIAIS, CHUVA. MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE, RECURSOS HIDRICOS.","Senador Donizeti Nogueira (PT/TO)","2015-06-01","2015-06-01",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, LEI FEDERAL, OBRIGATORIEDADE, CONSTRUÇÃO,","Criação"
"125",2891,2891,121524,2015,"PLS 326/2015","Não","Altera o Art. 2º da Lei nº 9.433 de 08 de janeiro de 1997 que Institui a Política Nacional de Recursos Hídricos para incluir o aproveitamento de águas pluviais como um dos seus objetivos","Inclui o incentivo e a promoção da captação, preservação e aproveitamento de águas pluviais no rol dos objetivos na lei que institui a Política Nacional de Recursos Hídricos.","ALTERAÇÃO, LEI FEDERAL, INCLUSÃO, OBJETIVO, POLITICA NACIONAL, RECURSOS HIDRICOS, INCENTIVO, CAPTAÇÃO, PRESERVAÇÃO, APROVEITAMENTO, AGUAS PLUVIAIS, CHUVA. MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Donizeti Nogueira (PT/TO)","2015-06-01","2015-06-01",11,"NORMA_GERAL","Norma Geral",112,"Recursos hídricos",82,"Econômico",NA,"","",NA,"33809679","Recursos Hídricos","Meio Ambiente / Recursos Hídricos",1,"Recursos Hídricos","Individual","ALTERAÇÃO, LEI FEDERAL, INCLUSÃO, OBJETIVO, POLITI","Alteração"
"126",2912,2912,122549,2015,"PLS 507/2015","Sim","Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para majorar a pena do crime previsto no art. 29 e criar o tipo penal de tráfico de animais silvestres e de plantas silvestres.","Altera a Lei dos Crimes Ambientais (Lei nº 9.605/1998) para majorar a pena do crime de caça, previsto no art. 29, e para tipificar o tráfico de animais silvestres (art. 29-A) e o tráfico de plantas silvestres (art. 46-A).","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, DIREITO PENAL, AUMENTO, PENA, CRIME, CAÇA, UTILIZAÇÃO, ANIMAL, FAUNA SILVESTRE, AUSENCIA, LICENÇA, AUTORIZAÇÃO. TIPICIDADE, CRIAÇÃO, CRIME, TRAFICO, ANIMAL, FAUNA SILVESTRE, VEGETAIS, VEGETAÇÃO, FLORA, AUMENTO, PENA, HIPOTESE, AMEAÇA, EXTINÇÃO. MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Wellington Fagundes (PL/MT)","2015-08-05","2015-08-05",11,"NORMA_GERAL","Norma Geral",130,"Direito penal e processual penal",83,"Jurídico",NA,"","",NA,"33805617, 33809799","Direito Penal e Penitenciário, Crimes e Infrações Ambientais","Jurídico / Direito Penal e Penitenciário / Meio Ambiente / Crimes e Infrações Ambientais",1,"Crimes e Infrações Ambientais","Individual","ALTERAÇÃO, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, ","Alteração"
"127",2913,2913,122555,2015,"PLS 509/2015","Não","Altera a Lei nº 11.952, de 25 de junho de 2009, para ampliar o alcance das ações de regularização fundiária das ocupações incidentes em terras situadas em áreas da União, no âmbito da Amazônia Legal.","Amplia o alcance das ações de regularização fundiária das ocupações incidentes em terras situadas em áreas da União, no âmbito da Amazônia Legal.","ALTERAÇÃO, LEI FEDERAL, POLITICA FUNDIARIA, REGULARIZAÇÃO, OCUPAÇÃO, TERRAS, UNIÃO FEDERAL, AMAZONIA LEGAL, IMOVEL RURAL, LICITAÇÃO.","Senador Acir Gurgacz (PDT/RO)","2015-08-05","2015-08-05",11,"NORMA_GERAL","Norma Geral",115,"Política fundiária e reforma agrária",82,"Econômico",NA,"","",NA,"33805077","Política Fundiária e Reforma Agrária","Economia e Desenvolvimento / Política Fundiária e Reforma Agrária",1,"Política Fundiária e Reforma Agrária","Individual","ALTERAÇÃO, LEI FEDERAL, POLITICA FUNDIARIA, REGULA","Alteração"
"128",2923,2923,123190,2015,"PLS 620/2015","Não","Altera as Leis nº 9.433, de 8 de janeiro de 1997, nº 9.984, de 17 de julho de 2000, nº 9.636, de 15 de maio de 1998, nº 9.984, de 17 de julho de 2000, e nº 11.959, de 29 de junho de 2009, para disciplinar o processo de licenciamento de parques e áreas aquícolas de pequeno porte.","Altera a Lei da Política Nacional de Recursos Hídricos, a lei de criação da Agência Nacional de Água – ANA, a Lei de Regularização de Imóveis da União e a Lei da Aquicultura e Pesca, para dispor sobre o licenciamento da instalação de parques e áreas aquícolas situados em águas de domínio da União nos lagos de hidroelétricas, açudes e barragens, que ocupem até 0,5% da área de superfície do respectivo corpo de água.","CRIAÇÃO, LEI FEDERAL, INSTALAÇÃO, PARQUE, AREA, AQUICULTURA, DOMINIO, UNIÃO FEDERAL, LAGO, USINA HIDROELETRICA, AÇUDE, BARRAGEM. ALTERAÇÃO, LEI FEDERAL, LEI DE RECURSOS HIDRICOS. ALTERAÇÃO, LEI FEDERAL, DISPENSA, LICITAÇÃO. DISPENSA, AUTORIZAÇÃO.","Senador Marcelo Crivella (REPUBLICANOS/RJ)","2015-09-16","2015-09-16",11,"NORMA_GERAL","Norma Geral",112,"Recursos hídricos",82,"Econômico",NA,"","",NA,"33809679","Recursos Hídricos","Meio Ambiente / Recursos Hídricos",1,"Recursos Hídricos","Individual","CRIAÇÃO, LEI FEDERAL, INSTALAÇÃO, PARQUE, AREA, AQ","Alteração"
